,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_LATEST_lcl,LAST_DELIVERY_SCHEDULE_LATEST_lcl,Model_Target,CARRIER_SIZE,CARRIER_EFFICIENCY,distance,region_delivery,region_collection,parish_delivery,parish_collection
1126,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2023-10-19 17:45:00+00:00,2023-10-19 22:10:00+00:00,0,BIG,GOOD,255.993602608651,East Midlands,North West,Castle Donington,
1127,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-10-20 05:45:00+00:00,2023-10-20 09:15:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1128,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-10-19 05:50:00+00:00,2023-10-19 09:20:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1129,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-10-21 09:30:00+00:00,2023-10-21 13:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1130,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-10-18 16:15:00+00:00,2023-10-18 20:30:00+00:00,0,BIG,GOOD,165.0958229148429,East Midlands,South West,Castle Donington,Bradley Stoke
1131,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-10-20 05:00:00+00:00,2023-10-20 08:45:00+00:00,0,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
1132,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-10-18 05:50:00+00:00,2023-10-18 09:50:00+00:00,0,BIG,GOOD,183.6844068058245,East of England,East Midlands,"Colchester, unparished area",Castle Donington
1133,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-10-18 18:30:00+00:00,2023-10-18 22:10:00+00:00,0,BIG,GOOD,183.6844068058245,East Midlands,East of England,Castle Donington,"Colchester, unparished area"
1134,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-10-18 18:50:00+00:00,2023-10-18 22:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1135,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-10-18 05:00:00+00:00,2023-10-18 08:45:00+00:00,0,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
1136,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-10-26 16:15:00+00:00,2023-10-26 20:30:00+00:00,0,BIG,GOOD,165.0958229148429,East Midlands,South West,Castle Donington,Bradley Stoke
1137,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-10-27 05:00:00+00:00,2023-10-27 08:45:00+00:00,0,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
1138,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-10-25 05:45:00+00:00,2023-10-25 09:15:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1139,3.5T Van,LWB Van,DE74 2TR,NW10 7NZ,52.829374,-1.332134,51.537524,-0.27074,2023-10-27 05:45:00+00:00,2023-10-27 09:15:00+00:00,0,BIG,GOOD,160.89054965050337,London,East Midlands,"Brent, unparished area",Castle Donington
1140,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-10-28 09:30:00+00:00,2023-10-28 13:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1141,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-10-26 18:30:00+00:00,2023-10-26 22:10:00+00:00,0,BIG,GOOD,183.6844068058245,East Midlands,East of England,Castle Donington,"Colchester, unparished area"
1142,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-10-24 05:45:00+00:00,2023-10-24 09:15:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1143,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-10-23 18:50:00+00:00,2023-10-23 22:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1144,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2023-10-25 18:25:00+00:00,2023-10-25 22:10:00+00:00,0,BIG,GOOD,233.53870411993177,East Midlands,North East,Castle Donington,"Gateshead, unparished area"
1145,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2023-10-27 18:25:00+00:00,2023-10-27 22:10:00+00:00,0,BIG,GOOD,233.53870411993177,East Midlands,North East,Castle Donington,"Gateshead, unparished area"
1146,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-10-26 05:50:00+00:00,2023-10-26 09:50:00+00:00,0,BIG,GOOD,183.6844068058245,East of England,East Midlands,"Colchester, unparished area",Castle Donington
1147,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-10-26 05:00:00+00:00,2023-10-26 08:45:00+00:00,0,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
1148,3.5T Van,LWB Van,WR4 0SZ,DE74 2TR,52.193636,-2.221575,52.829374,-1.332134,2023-10-25 18:00:00+00:00,2023-10-25 20:30:00+00:00,0,BIG,GOOD,92.87280901369287,East Midlands,West Midlands,Castle Donington,Warndon
1149,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2023-10-31 17:45:00+00:00,2023-10-31 22:10:00+00:00,0,BIG,GOOD,255.993602608651,East Midlands,North West,Castle Donington,
1150,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-03 18:50:00+00:00,2023-11-03 22:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1151,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-11-01 16:15:00+00:00,2023-11-01 20:30:00+00:00,0,BIG,GOOD,165.0958229148429,East Midlands,South West,Castle Donington,Bradley Stoke
1152,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2023-11-03 17:45:00+00:00,2023-11-03 22:10:00+00:00,0,BIG,GOOD,255.993602608651,East Midlands,North West,Castle Donington,
1153,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-10-31 05:45:00+00:00,2023-10-31 10:00:00+00:00,0,BIG,GOOD,118.23316401471695,North West,East Midlands,"Liverpool, unparished area",Castle Donington
1154,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-01 05:50:00+00:00,2023-11-01 09:50:00+00:00,0,BIG,GOOD,183.6844068058245,East of England,East Midlands,"Colchester, unparished area",Castle Donington
1155,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-11-01 05:00:00+00:00,2023-11-01 08:45:00+00:00,0,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
1156,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-11-02 16:15:00+00:00,2023-11-02 20:30:00+00:00,0,BIG,GOOD,165.0958229148429,East Midlands,South West,Castle Donington,Bradley Stoke
1157,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-11-02 05:00:00+00:00,2023-11-02 08:45:00+00:00,0,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
1158,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-11-01 18:30:00+00:00,2023-11-01 22:10:00+00:00,0,BIG,GOOD,183.6844068058245,East Midlands,East of England,Castle Donington,"Colchester, unparished area"
1159,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-10-31 05:50:00+00:00,2023-10-31 09:20:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1160,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-03 05:45:00+00:00,2023-11-03 09:15:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1161,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2023-11-02 18:25:00+00:00,2023-11-02 22:10:00+00:00,0,BIG,GOOD,233.53870411993177,East Midlands,North East,Castle Donington,"Gateshead, unparished area"
1162,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-11-03 05:00:00+00:00,2023-11-03 08:45:00+00:00,0,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
1163,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-10-31 05:45:00+00:00,2023-10-31 09:15:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1164,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-04 09:30:00+00:00,2023-11-04 13:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1165,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-08 05:45:00+00:00,2023-11-08 09:15:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1166,3.5T Van,LWB Van,DE74 2TR,NW10 7NZ,52.829374,-1.332134,51.537524,-0.27074,2023-11-10 05:45:00+00:00,2023-11-10 09:15:00+00:00,0,BIG,GOOD,160.89054965050337,London,East Midlands,"Brent, unparished area",Castle Donington
1167,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-09 05:50:00+00:00,2023-11-09 09:20:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1168,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-11-09 18:30:00+00:00,2023-11-09 22:10:00+00:00,0,BIG,GOOD,183.6844068058245,East Midlands,East of England,Castle Donington,"Colchester, unparished area"
1169,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2023-11-08 18:25:00+00:00,2023-11-08 22:10:00+00:00,0,BIG,GOOD,233.53870411993177,East Midlands,North East,Castle Donington,"Gateshead, unparished area"
1170,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-11-06 16:15:00+00:00,2023-11-06 20:30:00+00:00,0,BIG,GOOD,165.0958229148429,East Midlands,South West,Castle Donington,Bradley Stoke
1171,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2023-11-10 18:25:00+00:00,2023-11-10 22:10:00+00:00,0,BIG,GOOD,233.53870411993177,East Midlands,North East,Castle Donington,"Gateshead, unparished area"
1172,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-11-09 16:15:00+00:00,2023-11-09 20:30:00+00:00,0,BIG,GOOD,165.0958229148429,East Midlands,South West,Castle Donington,Bradley Stoke
1173,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-06 18:50:00+00:00,2023-11-06 22:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1174,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-10 18:50:00+00:00,2023-11-10 22:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1175,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-07 05:45:00+00:00,2023-11-07 09:15:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1176,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-11 09:30:00+00:00,2023-11-11 13:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1177,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-09 05:50:00+00:00,2023-11-09 09:50:00+00:00,0,BIG,GOOD,183.6844068058245,East of England,East Midlands,"Colchester, unparished area",Castle Donington
1178,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-07 05:50:00+00:00,2023-11-07 09:20:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1179,3.5T Van,LWB Van,DE74 2TR,WS9 0SW,52.829374,-1.332134,52.593326,-1.937572,2023-11-02 05:00:00+00:00,2023-11-02 10:30:00+00:00,1,BIG,GOOD,48.516330503275256,West Midlands,East Midlands,"Walsall, unparished area",Castle Donington
1180,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-14 05:50:00+00:00,2023-11-14 09:50:00+00:00,0,BIG,GOOD,183.6844068058245,East of England,East Midlands,"Colchester, unparished area",Castle Donington
1181,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2023-11-17 18:25:00+00:00,2023-11-17 22:10:00+00:00,0,BIG,GOOD,233.53870411993177,East Midlands,North East,Castle Donington,"Gateshead, unparished area"
1182,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-11-15 05:00:00+00:00,2023-11-15 08:45:00+00:00,0,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
1183,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-11-15 16:15:00+00:00,2023-11-15 20:30:00+00:00,0,BIG,GOOD,165.0958229148429,East Midlands,South West,Castle Donington,Bradley Stoke
1184,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-11-14 18:30:00+00:00,2023-11-14 22:10:00+00:00,0,BIG,GOOD,183.6844068058245,East Midlands,East of England,Castle Donington,"Colchester, unparished area"
1185,3.5T Van,LWB Van,L24 8RF,DE74 2TR,53.349124,-2.876108,52.829374,-1.332134,2023-11-15 19:25:00+00:00,2023-11-15 22:15:00+00:00,0,BIG,GOOD,118.23316401471695,East Midlands,North West,Castle Donington,"Liverpool, unparished area"
1186,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-13 05:15:00+00:00,2023-11-13 09:15:00+00:00,0,BIG,GOOD,183.6844068058245,East of England,East Midlands,"Colchester, unparished area",Castle Donington
1187,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-11-17 05:00:00+00:00,2023-11-17 08:45:00+00:00,0,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
1188,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-16 05:50:00+00:00,2023-11-16 09:20:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1189,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-11-13 18:30:00+00:00,2023-11-13 22:10:00+00:00,0,BIG,GOOD,183.6844068058245,East Midlands,East of England,Castle Donington,"Colchester, unparished area"
1190,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-16 05:45:00+00:00,2023-11-16 09:15:00+00:00,1,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1191,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-15 05:45:00+00:00,2023-11-15 09:15:00+00:00,1,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1192,3.5T Van,LWB Van,L24 8RF,DE74 2TR,53.349124,-2.876108,52.829374,-1.332134,2023-11-16 19:25:00+00:00,2023-11-16 22:15:00+00:00,0,BIG,GOOD,118.23316401471695,East Midlands,North West,Castle Donington,"Liverpool, unparished area"
1193,3.5T Van,LWB Van,DE74 2TR,WS9 0SW,52.829374,-1.332134,52.593326,-1.937572,2023-11-14 05:00:00+00:00,2023-11-14 10:30:00+00:00,1,BIG,GOOD,48.516330503275256,West Midlands,East Midlands,"Walsall, unparished area",Castle Donington
1194,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-18 09:30:00+00:00,2023-11-18 13:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1195,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-17 18:50:00+00:00,2023-11-17 22:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1196,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-17 05:50:00+00:00,2023-11-17 09:20:00+00:00,1,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1197,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-11-14 05:00:00+00:00,2023-11-14 08:45:00+00:00,0,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
1198,3.5T Van,LWB Van,DE74 2TR,NE11 0JY,52.829374,-1.332134,54.922706,-1.607332,2023-11-21 05:45:00+00:00,2023-11-21 10:05:00+00:00,1,BIG,GOOD,233.53870411993177,North East,East Midlands,"Gateshead, unparished area",Castle Donington
1199,3.5T Van,LWB Van,DE74 2TR,NW10 7NZ,52.829374,-1.332134,51.537524,-0.27074,2023-11-24 05:45:00+00:00,2023-11-24 09:15:00+00:00,0,BIG,GOOD,160.89054965050337,London,East Midlands,"Brent, unparished area",Castle Donington
1200,3.5T Van,LWB Van,DE74 2TR,NW10 7NZ,52.829374,-1.332134,51.537524,-0.27074,2023-11-22 05:45:00+00:00,2023-11-22 09:15:00+00:00,0,BIG,GOOD,160.89054965050337,London,East Midlands,"Brent, unparished area",Castle Donington
1201,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-23 05:45:00+00:00,2023-11-23 09:15:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1202,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-11-21 18:30:00+00:00,2023-11-21 22:10:00+00:00,0,BIG,GOOD,183.6844068058245,East Midlands,East of England,Castle Donington,"Colchester, unparished area"
1203,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-25 09:30:00+00:00,2023-11-25 13:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1204,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-11-23 18:30:00+00:00,2023-11-23 22:10:00+00:00,0,BIG,GOOD,183.6844068058245,East Midlands,East of England,Castle Donington,"Colchester, unparished area"
1205,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-21 05:50:00+00:00,2023-11-21 09:50:00+00:00,0,BIG,GOOD,183.6844068058245,East of England,East Midlands,"Colchester, unparished area",Castle Donington
1206,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-11-24 05:45:00+00:00,2023-11-24 10:00:00+00:00,0,BIG,GOOD,118.23316401471695,North West,East Midlands,"Liverpool, unparished area",Castle Donington
1207,3.5T Van,LWB Van,DE74 2TR,WS9 0SW,52.829374,-1.332134,52.593326,-1.937572,2023-11-21 05:00:00+00:00,2023-11-21 10:30:00+00:00,1,BIG,GOOD,48.516330503275256,West Midlands,East Midlands,"Walsall, unparished area",Castle Donington
1208,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-22 05:50:00+00:00,2023-11-22 09:20:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1209,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2023-11-22 18:25:00+00:00,2023-11-22 22:10:00+00:00,0,BIG,GOOD,233.53870411993177,East Midlands,North East,Castle Donington,"Gateshead, unparished area"
1210,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-23 05:50:00+00:00,2023-11-23 09:50:00+00:00,0,BIG,GOOD,183.6844068058245,East of England,East Midlands,"Colchester, unparished area",Castle Donington
1211,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-20 18:50:00+00:00,2023-11-20 22:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1212,3.5T Van,LWB Van,DE74 2TR,SL3 0BB,52.829374,-1.332134,51.470193,-0.51286,2023-11-20 04:00:00+00:00,2023-11-20 09:30:00+00:00,0,BIG,GOOD,161.18783647398314,South East,East Midlands,Colnbrook with Poyle,Castle Donington
1213,3.5T Van,LWB Van,DE74 2TR,NW10 7NZ,52.829374,-1.332134,51.537524,-0.27074,2023-11-21 05:45:00+00:00,2023-11-21 09:15:00+00:00,1,BIG,GOOD,160.89054965050337,London,East Midlands,"Brent, unparished area",Castle Donington
1214,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-21 05:45:00+00:00,2023-11-21 09:15:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1215,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-12-01 05:00:00+00:00,2023-12-01 08:45:00+00:00,0,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
1216,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2023-12-01 17:45:00+00:00,2023-12-01 22:10:00+00:00,0,BIG,GOOD,255.993602608651,East Midlands,North West,Castle Donington,
1217,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-11-30 18:30:00+00:00,2023-11-30 22:10:00+00:00,0,BIG,GOOD,183.6844068058245,East Midlands,East of England,Castle Donington,"Colchester, unparished area"
1218,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-28 05:50:00+00:00,2023-11-28 09:50:00+00:00,0,BIG,GOOD,183.6844068058245,East of England,East Midlands,"Colchester, unparished area",Castle Donington
1219,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-11-27 16:15:00+00:00,2023-11-27 20:30:00+00:00,0,BIG,GOOD,165.0958229148429,East Midlands,South West,Castle Donington,Bradley Stoke
1220,3.5T Van,LWB Van,DE74 2TR,NW10 7NZ,52.829374,-1.332134,51.537524,-0.27074,2023-11-28 05:45:00+00:00,2023-11-28 09:15:00+00:00,0,BIG,GOOD,160.89054965050337,London,East Midlands,"Brent, unparished area",Castle Donington
1221,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-11-30 05:45:00+00:00,2023-11-30 10:00:00+00:00,0,BIG,GOOD,118.23316401471695,North West,East Midlands,"Liverpool, unparished area",Castle Donington
1222,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2023-11-29 18:25:00+00:00,2023-11-29 22:10:00+00:00,0,BIG,GOOD,233.53870411993177,East Midlands,North East,Castle Donington,"Gateshead, unparished area"
1223,3.5T Van,LWB Van,DE74 2TR,WS9 0SW,52.829374,-1.332134,52.593326,-1.937572,2023-11-29 05:00:00+00:00,2023-11-29 10:30:00+00:00,1,BIG,GOOD,48.516330503275256,West Midlands,East Midlands,"Walsall, unparished area",Castle Donington
1224,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-11-29 05:45:00+00:00,2023-11-29 10:00:00+00:00,0,BIG,GOOD,118.23316401471695,North West,East Midlands,"Liverpool, unparished area",Castle Donington
1225,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-30 05:50:00+00:00,2023-11-30 09:20:00+00:00,0,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
1226,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-30 05:50:00+00:00,2023-11-30 09:50:00+00:00,0,BIG,GOOD,183.6844068058245,East of England,East Midlands,"Colchester, unparished area",Castle Donington
1227,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-12-02 09:30:00+00:00,2023-12-02 13:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
1228,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-12-01 05:45:00+00:00,2023-12-01 10:00:00+00:00,0,BIG,GOOD,118.23316401471695,North West,East Midlands,"Liverpool, unparished area",Castle Donington
1229,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-27 18:50:00+00:00,2023-11-27 22:30:00+00:00,0,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
