,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_LATEST_lcl,LAST_DELIVERY_SCHEDULE_LATEST_lcl,CARRIER_SIZE,CARRIER_EFFICIENCY,distance,region_delivery,region_collection,parish_delivery,parish_collection
517,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-10 06:02:00+00:00,2024-01-10 12:00:00+00:00,SMALL,BAD,198.05846923330537,East Midlands,South West,,Coleford
518,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,ML1 4YF,52.800481,-1.663328,55.829748,-3.975019,2024-01-15 23:00:00+00:00,2024-01-16 08:00:00+00:00,MEDIUM,BAD,368.76982567029137,,West Midlands,,Shobnall
519,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,UB3 1RY,53.295391,-1.066283,51.506227,-0.428925,2024-01-15 18:56:00+00:00,2024-01-16 12:23:00+00:00,MEDIUM,BAD,203.65253581814102,London,East Midlands,"Hillingdon, unparished area",
520,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NN15 5YT,53.295391,-1.066283,52.370504,-0.684925,2024-01-18 05:56:00+00:00,2024-01-18 12:57:00+00:00,VERY SMALL,BAD,106.01843194439063,East Midlands,East Midlands,Burton Latimer,
521,3.5T Van,LWB Van,WS9 0SW,DE74 2TR,52.593544,-1.938949,52.829374,-1.332134,2024-01-18 21:00:00+00:00,2024-01-18 22:50:00+00:00,BIG,GOOD,48.58120203674968,East Midlands,West Midlands,Castle Donington,"Walsall, unparished area"
522,3.5T Van,Box,BD5 8LZ,BS16 7LR,53.765877,-1.742019,51.501707,-2.466686,2024-01-10 23:30:00+00:00,2024-01-11 04:00:00+00:00,UNKNOWN_1,UNKNOWN_2,256.54669633869867,South West,Yorkshire and The Humber,,"Bradford, unparished area"
523,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,OX18 2AA,53.566639,-0.919839,51.719276,-1.532143,2024-01-11 18:00:00+00:00,2024-01-12 15:59:00+00:00,UNKNOWN_1,UNKNOWN_2,209.59411166911553,South East,Yorkshire and The Humber,Bampton,Hatfield
524,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,WA15 8QP,53.566639,-0.919839,53.384288,-2.323141,2024-01-18 18:00:00+00:00,2024-01-19 15:59:00+00:00,UNKNOWN_1,UNKNOWN_2,95.08576135580266,North West,Yorkshire and The Humber,"Trafford, unparished area",Hatfield
525,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2024-01-11 18:25:00+00:00,2024-01-11 22:10:00+00:00,BIG,GOOD,233.53870411993177,East Midlands,North East,Castle Donington,"Gateshead, unparished area"
526,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NN15 5YT,53.295391,-1.066283,52.370504,-0.684925,2024-01-11 06:23:00+00:00,2024-01-11 12:51:00+00:00,VERY SMALL,BAD,106.01843194439063,East Midlands,East Midlands,Burton Latimer,
527,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-14 15:15:00+00:00,2024-01-14 21:15:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
528,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,PO3 5JT,53.566639,-0.919839,50.833409,-1.059121,2024-01-16 18:00:00+00:00,2024-01-17 15:59:00+00:00,VERY SMALL,GOOD,304.164796467936,South East,Yorkshire and The Humber,"Portsmouth, unparished area",Hatfield
529,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-17 20:47:00+00:00,2024-01-18 02:45:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
530,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2024-01-14 03:00:00+00:00,2024-01-14 10:46:00+00:00,SMALL,OKAY,238.24175994489434,East of England,Yorkshire and The Humber,"Dacorum, unparished area","Bradford, unparished area"
531,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-16 06:17:00+00:00,2024-01-16 12:15:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
532,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2024-01-18 09:59:00+00:00,2024-01-18 19:25:00+00:00,UNKNOWN_1,UNKNOWN_2,240.0940560433558,South West,East Midlands,Amesbury,
533,3.5T Van,Box,S35 2PW,DY2 0UW,53.476537,-1.471065,52.52018,-2.048389,2024-01-11 02:30:00+00:00,2024-01-11 06:00:00+00:00,UNKNOWN_1,UNKNOWN_2,113.17742119672482,West Midlands,Yorkshire and The Humber,"Dudley, unparished area",Ecclesfield
534,Tractor Unit,Curtain-Side 13.6M Trailer,NN9 5DB,RG2 0PN,52.322608,-0.622401,51.418578,-0.98075,2024-01-10 09:30:00+00:00,2024-01-10 14:00:00+00:00,UNKNOWN_1,UNKNOWN_2,103.52263295391558,South East,East Midlands,"Reading, unparished area",Irthlingborough
535,3.5T Van,LWB Van,EN1 1TX,DE74 2TR,51.650981,-0.054718,52.826322,-1.348973,2024-01-11 17:15:00+00:00,2024-01-11 21:00:00+00:00,BIG,GOOD,157.67359754537654,East Midlands,London,Castle Donington,"Enfield, unparished area"
536,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-17 06:02:00+00:00,2024-01-17 12:00:00+00:00,VERY SMALL,GOOD,198.05846923330537,East Midlands,South West,,Coleford
537,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-17 10:00:00+00:00,2024-01-17 15:30:00+00:00,SMALL,BAD,198.05846923330537,East Midlands,South West,,Coleford
538,3.5T Van,Box,BD5 8LZ,DE74 2HJ,53.766832,-1.740516,52.849573,-1.348959,2024-01-17 04:00:00+00:00,2024-01-17 07:30:00+00:00,UNKNOWN_1,UNKNOWN_2,105.2926203129927,East Midlands,Yorkshire and The Humber,Castle Donington,"Bradford, unparished area"
539,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EN11 0EZ,53.295391,-1.066283,51.766224,0.009545,2024-01-19 21:56:00+00:00,2024-01-20 11:17:00+00:00,VERY SMALL,BAD,185.00671574291476,East of England,East Midlands,"Broxbourne, unparished area",
540,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,LU1 1DE,53.295391,-1.066283,51.885936,-0.448003,2024-01-11 20:53:00+00:00,2024-01-12 10:26:00+00:00,MEDIUM,BAD,162.24313721037436,East of England,East Midlands,"Luton, unparished area",
541,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EN11 0EZ,53.295391,-1.066283,51.766224,0.009545,2024-01-10 14:20:00+00:00,2024-01-11 07:05:00+00:00,MEDIUM,BAD,185.00671574291476,East of England,East Midlands,"Broxbourne, unparished area",
542,3.5T Van,Box,S35 2PW,LU5 4TP,53.476537,-1.471065,51.897307,-0.50593,2024-01-12 01:00:00+00:00,2024-01-12 04:30:00+00:00,UNKNOWN_1,UNKNOWN_2,187.318952673672,East of England,Yorkshire and The Humber,Houghton Regis,Ecclesfield
543,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EN3 7PG,53.293393,-1.074008,51.658242,-0.027844,2024-01-17 14:59:00+00:00,2024-01-18 07:55:00+00:00,UNKNOWN_1,UNKNOWN_2,195.1944555028448,London,East Midlands,"Enfield, unparished area",
544,Tractor Unit,Curtain-Side 13.6M Trailer,BS20 7XL,WN8 9PL,51.489669,-2.720403,53.530291,-2.768699,2024-01-10 08:30:00+00:00,2024-01-11 10:00:00+00:00,UNKNOWN_1,UNKNOWN_2,227.0015760204662,North West,South West,Up Holland,Pill and Easton-in-Gordano
545,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,SS3 0PU,53.566639,-0.919839,51.552456,0.768393,2024-01-11 18:00:00+00:00,2024-01-12 11:59:00+00:00,VERY SMALL,OKAY,251.42841602594365,East of England,Yorkshire and The Humber,Great Wakering,Hatfield
546,Tractor Unit,Temperature-Controlled,PE11 2BB,EN9 3BZ,52.802649,-0.133151,51.678414,-0.006624,2024-01-19 02:30:00+00:00,2024-01-19 06:30:00+00:00,UNKNOWN_1,UNKNOWN_2,125.34502211583886,East of England,East Midlands,Waltham Abbey,"South Holland, unparished area"
547,Tractor Unit,Curtain-Side 13.6M Trailer,L33 3AN,NP6 3EA,53.470807,-2.849187,51.581585,-2.829734,2024-01-12 14:00:00+00:00,2024-01-15 08:00:00+00:00,SMALL,BAD,210.1419690958138,,North West,,"Knowsley, unparished area"
548,Tractor Unit,Box,BD12 7ER,RG19 4BQ,53.753128,-1.722985,51.398689,-1.232386,2024-01-15 19:30:00+00:00,2024-01-16 02:30:00+00:00,MEDIUM,OKAY,263.9733673523327,South East,Yorkshire and The Humber,Thatcham,"Kirklees, unparished area"
549,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,EN11 0EZ,53.462845,-2.896967,51.766224,0.009545,2024-01-10 14:01:00+00:00,2024-01-11 10:25:00+00:00,UNKNOWN_1,UNKNOWN_2,272.2537367517119,East of England,North West,"Broxbourne, unparished area","Liverpool, unparished area"
550,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RG12 8YA,53.295391,-1.066283,51.411733,-0.770462,2024-01-18 05:56:00+00:00,2024-01-18 14:47:00+00:00,MEDIUM,OKAY,210.48012354236567,South East,East Midlands,,
551,Tractor Unit,Curtain-Side 13.6M Trailer,CA10 2EY,WA7 4HP,54.622276,-2.710485,53.324964,-2.758291,2024-01-15 15:00:00+00:00,2024-01-16 14:00:00+00:00,VERY SMALL,BAD,144.33367592368123,North West,North West,"Halton, unparished area",Clifton
552,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,TQ12 6GN,53.537133,-1.037405,50.55996,-3.669927,2024-01-18 18:00:00+00:00,2024-01-19 06:30:00+00:00,SMALL,BAD,376.8850694530095,,Yorkshire and The Humber,,Armthorpe
553,Tractor Unit,Curtain-Side 13.6M Trailer,DG16 5HT,LN6 9NT,55.003467,-3.042858,53.178601,-0.621365,2024-01-10 15:00:00+00:00,2024-01-11 15:59:00+00:00,SMALL,OKAY,257.1736422063846,East Midlands,North West,South Hykeham,Kirkandrews
554,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EH54 8QX,53.295391,-1.066283,55.896335,-3.53565,2024-01-19 16:56:00+00:00,2024-01-20 14:17:00+00:00,VERY SMALL,BAD,330.12755578866904,,East Midlands,,
555,Tractor Unit,Curtain-Side 13.6M Trailer,HP22 5BL,B8 1AE,51.779657,-0.772897,52.482568,-1.868331,2024-01-16 09:30:00+00:00,2024-01-16 14:00:00+00:00,SMALL,OKAY,108.19731603316454,West Midlands,South East,"Birmingham, unparished area",Stoke Mandeville
556,3.5T Van,Box,S35 2PW,RM9 6FF,53.476537,-1.471065,51.528556,0.143058,2024-01-12 01:15:00+00:00,2024-01-12 06:00:00+00:00,UNKNOWN_1,UNKNOWN_2,242.66069401980633,London,Yorkshire and The Humber,"Barking and Dagenham, unparished area",Ecclesfield
557,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,DA2 6QL,53.295391,-1.066283,51.453485,0.256436,2024-01-19 06:50:00+00:00,2024-01-19 16:05:00+00:00,VERY SMALL,OKAY,223.689395997637,South East,East Midlands,Stone,
558,Tractor Unit,Temperature-Controlled,PE11 2BB,EN9 3BZ,52.802649,-0.133151,51.678414,-0.006624,2024-01-11 02:30:00+00:00,2024-01-11 18:00:00+00:00,UNKNOWN_1,UNKNOWN_2,125.34502211583886,East of England,East Midlands,Waltham Abbey,"South Holland, unparished area"
559,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,TS6 6UD,53.537133,-1.037405,54.602089,-1.140308,2024-01-10 18:00:00+00:00,2024-01-11 12:00:00+00:00,VERY SMALL,BAD,118.64510264524858,North East,Yorkshire and The Humber,"Redcar and Cleveland, unparished area",Armthorpe
560,Tractor Unit,Box,DN3 3FF,BT36 4PX,53.537912,-1.03357,54.671797,-6.000939,2024-01-16 23:00:00+00:00,2024-01-17 14:00:00+00:00,UNKNOWN_1,UNKNOWN_2,347.5348340876085,,Yorkshire and The Humber,,Armthorpe
561,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,B18 5BB,53.566639,-0.919839,52.494621,-1.916904,2024-01-16 18:00:00+00:00,2024-01-17 15:59:00+00:00,SMALL,BAD,136.62258652776583,West Midlands,Yorkshire and The Humber,"Birmingham, unparished area",Hatfield
562,Tractor Unit,Curtain-Side 13.6M Trailer,DE12 8AA,ML4 1RJ,52.690284,-1.548894,55.818281,-4.021416,2024-01-16 13:30:00+00:00,2024-01-17 07:40:00+00:00,UNKNOWN_1,UNKNOWN_2,383.1699400604981,,East Midlands,,Stretton en le Field
563,Tractor Unit,Curtain-Side 13.6M Trailer,PO3 5JT,JE2 7WF,50.832325,-1.060321,49.21135,-2.075908,2024-01-15 12:30:00+00:00,2024-01-16 08:00:00+00:00,UNKNOWN_1,UNKNOWN_2,194.35558120388387,,South East,,"Portsmouth, unparished area"
564,Tractor Unit,Curtain-Side 13.6M Trailer,SK13 2NU,LE19 1WY,53.483205,-1.924197,52.601576,-1.18816,2024-01-17 10:30:00+00:00,2024-01-17 17:00:00+00:00,SMALL,OKAY,109.7219204896876,East Midlands,,Braunstone,
565,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2024-01-20 16:00:00+00:00,2024-01-21 08:56:00+00:00,VERY SMALL,VERY BAD,265.31932768772356,South East,Yorkshire and The Humber,Thatcham,"Bradford, unparished area"
566,Tractor Unit,Curtain-Side 13.6M Trailer,ME6 5PX,IG11 0DS,51.32487,0.446613,51.515717,0.100453,2024-01-17 09:30:00+00:00,2024-01-17 14:00:00+00:00,SMALL,OKAY,32.048964450924736,London,,"Barking and Dagenham, unparished area",
567,Tractor Unit,Curtain-Side 13.6M Trailer,DG16 5HT,L33 3AN,55.003467,-3.042858,53.470807,-2.849187,2024-01-11 15:00:00+00:00,2024-01-12 15:59:00+00:00,UNKNOWN_1,UNKNOWN_2,170.94157789810006,North West,North West,"Knowsley, unparished area",Kirkandrews
568,Tractor Unit,Box,RM9 6RS,EH54 8QX,51.530739,0.138456,55.901847,-3.583873,2024-01-15 11:00:00+00:00,2024-01-16 09:00:00+00:00,MEDIUM,OKAY,544.2584964545931,,London,,"Barking and Dagenham, unparished area"
569,Tractor Unit,Curtain-Side 13.6M Trailer,WN8 9QH,IM2 1QG,53.528771,-2.765971,54.143362,-4.506134,2024-01-18 06:30:00+00:00,2024-01-18 21:00:00+00:00,UNKNOWN_1,UNKNOWN_2,133.10712620777628,,North West,,Up Holland
570,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EN11 0EZ,53.293393,-1.074008,51.766224,0.009545,2024-01-19 16:59:00+00:00,2024-01-20 01:25:00+00:00,VERY SMALL,OKAY,185.0095375386396,East of England,East Midlands,"Broxbourne, unparished area",
571,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-12 04:02:00+00:00,2024-01-12 10:00:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
572,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,PO4 8SL,53.324964,-2.758291,50.796568,-1.067073,2024-01-16 14:00:00+00:00,2024-01-17 14:30:00+00:00,SMALL,OKAY,304.0643568805822,South East,North West,"Portsmouth, unparished area","Halton, unparished area"
573,3.5T Van,Box,BD5 8LZ,S35 2PW,53.7938,-1.756358,53.476537,-1.471065,2024-01-13 22:45:00+00:00,2024-01-14 00:30:00+00:00,UNKNOWN_1,UNKNOWN_2,39.991646455674825,Yorkshire and The Humber,Yorkshire and The Humber,Ecclesfield,"Bradford, unparished area"
574,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,AL10 9TR,53.295391,-1.066283,51.77179,-0.251425,2024-01-18 12:54:00+00:00,2024-01-18 21:28:00+00:00,VERY SMALL,BAD,178.20958778512085,East of England,East Midlands,Hatfield,
575,Tractor Unit,Curtain-Side 13.6M Trailer,DG16 5HT,LD3 8LA,55.003467,-3.042858,51.941324,-3.410982,2024-01-10 15:00:00+00:00,2024-01-11 15:59:00+00:00,VERY SMALL,BAD,341.47115666033267,,North West,Brecon,Kirkandrews
576,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2024-01-13 03:00:00+00:00,2024-01-13 10:46:00+00:00,SMALL,OKAY,238.24175994489434,East of England,Yorkshire and The Humber,"Dacorum, unparished area","Bradford, unparished area"
577,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,EN3 7NJ,53.462845,-2.896967,51.659423,-0.029856,2024-01-12 06:01:00+00:00,2024-01-15 01:55:00+00:00,UNKNOWN_1,UNKNOWN_2,278.9253352141705,London,North West,"Enfield, unparished area","Liverpool, unparished area"
578,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,TN23 7DG,53.324964,-2.758291,51.136299,0.870102,2024-01-12 14:00:00+00:00,2024-01-15 11:00:00+00:00,SMALL,OKAY,346.8586476914649,South East,North West,,"Halton, unparished area"
579,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2024-01-18 05:45:00+00:00,2024-01-18 09:15:00+00:00,BIG,GOOD,157.31640233347548,London,East Midlands,"Enfield, unparished area",Castle Donington
580,Tractor Unit,Curtain-Side 13.6M Trailer,NG13 0EP,S43 3FG,52.958017,-0.793071,53.258602,-1.320728,2024-01-18 13:00:00+00:00,2024-01-18 19:00:00+00:00,MEDIUM,BAD,48.571025066642214,East Midlands,East Midlands,Staveley,Bottesford
581,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-15 12:00:00+00:00,2024-01-15 18:00:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
582,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,CM19 5BD,53.295391,-1.066283,51.775406,0.075337,2024-01-10 13:53:00+00:00,2024-01-11 08:11:00+00:00,UNKNOWN_1,UNKNOWN_2,185.8697816897551,,East Midlands,,
583,Tractor Unit,Curtain-Side 13.6M Trailer,LS10 1SL,NG33 5AY,53.771668,-1.514934,52.830651,-0.606934,2024-01-19 17:30:00+00:00,2024-01-22 06:30:00+00:00,UNKNOWN_1,UNKNOWN_2,120.82206146601769,East Midlands,Yorkshire and The Humber,Easton,
584,Tractor Unit,Box,BD12 7ER,EN3 7XA,53.753128,-1.722985,51.654826,-0.026769,2024-01-19 15:00:00+00:00,2024-01-19 19:30:00+00:00,SMALL,OKAY,259.8699668186376,London,Yorkshire and The Humber,"Enfield, unparished area","Kirklees, unparished area"
585,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,CT5 3BP,53.566639,-0.919839,51.31708,1.033505,2024-01-11 18:00:00+00:00,2024-01-12 15:59:00+00:00,UNKNOWN_1,UNKNOWN_2,283.0809424903364,South East,Yorkshire and The Humber,Blean,Hatfield
586,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,NN4 9EX,53.537133,-1.037405,52.217496,-0.962014,2024-01-15 18:00:00+00:00,2024-01-16 13:20:00+00:00,UNKNOWN_1,UNKNOWN_2,146.87020328602247,East Midlands,Yorkshire and The Humber,Upton,Armthorpe
587,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,S40 2EB,53.324964,-2.758291,53.228497,-1.423858,2024-01-12 14:00:00+00:00,2024-01-15 09:45:00+00:00,VERY SMALL,BAD,89.39799996290033,,North West,,"Halton, unparished area"
588,3.5T Van,Box,S35 2PW,DY2 0UW,53.476537,-1.471065,52.52018,-2.048389,2024-01-16 02:30:00+00:00,2024-01-16 06:00:00+00:00,UNKNOWN_1,UNKNOWN_2,113.17742119672482,West Midlands,Yorkshire and The Humber,"Dudley, unparished area",Ecclesfield
589,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,LU7 4QB,53.295391,-1.066283,51.914,-0.638192,2024-01-11 15:56:00+00:00,2024-01-12 09:17:00+00:00,VERY SMALL,BAD,156.34866034533485,East of England,East Midlands,Leighton-Linslade,
590,Tractor Unit,Curtain-Side 13.6M Trailer,LE19 1WY,JE2 4YE,52.602465,-1.19215,49.190245,-2.080363,2024-01-17 23:30:00+00:00,2024-01-19 10:00:00+00:00,UNKNOWN_1,UNKNOWN_2,384.61359123071855,,East Midlands,,Braunstone
591,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-17 10:00:00+00:00,2024-01-17 15:30:00+00:00,VERY SMALL,GOOD,198.05846923330537,East Midlands,South West,,Coleford
592,3.5T Van,LWB Van,DE74 2TR,NE11 0JY,52.829374,-1.332134,54.922706,-1.607332,2024-01-18 05:45:00+00:00,2024-01-18 10:05:00+00:00,BIG,GOOD,233.53870411993177,North East,East Midlands,"Gateshead, unparished area",Castle Donington
593,3.5T Van,Box,S35 2PW,OX26 4SS,53.476537,-1.471065,51.880152,-1.126155,2024-01-16 23:59:24+00:00,2024-01-17 03:30:00+00:00,UNKNOWN_1,UNKNOWN_2,179.08199000426322,South East,Yorkshire and The Humber,,Ecclesfield
594,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-18 13:00:00+00:00,2024-01-18 18:30:00+00:00,VERY SMALL,GOOD,198.05846923330537,East Midlands,South West,,Coleford
595,3.5T Van,Box,S35 2PW,NW10 7XF,53.476537,-1.471065,51.534977,-0.273963,2024-01-12 01:30:00+00:00,2024-01-12 05:30:00+00:00,BIG,GOOD,230.65833418251373,London,Yorkshire and The Humber,"Brent, unparished area",Ecclesfield
596,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CM19 5BD,53.462845,-2.896967,51.775406,0.075337,2024-01-17 14:01:00+00:00,2024-01-17 21:10:00+00:00,UNKNOWN_1,UNKNOWN_2,274.75856251137463,,North West,,"Liverpool, unparished area"
597,Tractor Unit,Mega / High Cube Trailer,DN15 9YA,BT36 4PX,53.620347,-0.665131,54.671797,-6.000939,2024-01-10 06:30:00+00:00,2024-01-10 19:00:00+00:00,UNKNOWN_1,UNKNOWN_2,366.6625602438322,,Yorkshire and The Humber,,Flixborough
598,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,RG21 6XW,53.462845,-2.896967,51.269755,-1.107244,2024-01-16 12:01:00+00:00,2024-01-17 09:25:00+00:00,MEDIUM,OKAY,272.523690384659,South East,North West,"Basingstoke and Deane, unparished area","Liverpool, unparished area"
599,3.5T Van,Box,S35 2PW,OX26 4SS,53.476537,-1.471065,51.880152,-1.126155,2024-01-17 23:59:24+00:00,2024-01-18 03:30:00+00:00,UNKNOWN_1,UNKNOWN_2,179.08199000426322,South East,Yorkshire and The Humber,,Ecclesfield
600,3.5 T Van,Luton Tail Lift,OX11 7HH,RG26 5BJ,51.620958,-1.279778,51.336708,-1.077481,2024-01-15 08:30:00+00:00,2024-01-15 12:00:00+00:00,UNKNOWN_1,UNKNOWN_2,34.58365717617553,South East,South East,Bramley,Sutton Courtenay
601,Tractor Unit,Curtain-Side 13.6M Trailer,WS11 8JH,LE67 1UA,52.67816,-2.003448,52.700602,-1.340811,2024-01-15 08:48:00+00:00,2024-01-15 09:30:00+00:00,UNKNOWN_1,UNKNOWN_2,44.74476696574615,East Midlands,West Midlands,Ellistown and Battleflat,Norton Canes
602,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-17 15:00:00+00:00,2024-01-17 23:30:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
603,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-16 15:00:00+00:00,2024-01-16 21:00:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
604,Tractor Unit,Curtain-Side 13.6M Trailer,BS20 7XL,CH6 5PU,51.489669,-2.720403,53.236513,-3.104777,2024-01-11 08:30:00+00:00,2024-01-12 11:30:00+00:00,UNKNOWN_1,UNKNOWN_2,196.0465345099233,,South West,Flint,Pill and Easton-in-Gordano
605,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RG2 0PN,53.295391,-1.066283,51.419654,-0.973301,2024-01-13 20:56:00+00:00,2024-01-14 13:17:00+00:00,MEDIUM,BAD,208.7334536482866,South East,East Midlands,"Reading, unparished area",
606,3.5T Van,Box,S35 2PW,BS16 7LR,53.476537,-1.471065,51.501707,-2.466686,2024-01-14 00:30:00+00:00,2024-01-14 05:00:00+00:00,UNKNOWN_1,UNKNOWN_2,229.77132500615093,South West,Yorkshire and The Humber,,Ecclesfield
607,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RG21 6XW,53.295391,-1.066283,51.269755,-1.107244,2024-01-17 07:55:00+00:00,2024-01-17 18:15:00+00:00,UNKNOWN_1,UNKNOWN_2,225.32838326956679,South East,East Midlands,"Basingstoke and Deane, unparished area",
609,Tractor Unit,Box,BD12 7ER,EN3 7XA,53.753128,-1.722985,51.654826,-0.026769,2024-01-10 15:00:00+00:00,2024-01-10 19:30:00+00:00,SMALL,OKAY,259.8699668186376,London,Yorkshire and The Humber,"Enfield, unparished area","Kirklees, unparished area"
610,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN11 8QL,53.293393,-1.074008,52.268357,-1.187742,2024-01-17 17:59:00+00:00,2024-01-18 08:25:00+00:00,SMALL,OKAY,114.27102559799619,East Midlands,East Midlands,Daventry,
611,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,TS6 6UD,53.537133,-1.037405,54.602089,-1.140308,2024-01-11 18:00:00+00:00,2024-01-12 09:00:00+00:00,VERY SMALL,BAD,118.64510264524858,North East,Yorkshire and The Humber,"Redcar and Cleveland, unparished area",Armthorpe
612,3.5T Van,Box,S35 2PW,LS27 0FU,53.476537,-1.471065,53.734398,-1.604189,2024-01-14 03:45:00+00:00,2024-01-14 05:30:00+00:00,BIG,GOOD,29.997294094020972,Yorkshire and The Humber,Yorkshire and The Humber,Morley,Ecclesfield
613,3.5T Van,LWB Van,TS17 9NT,DE74 2TR,54.5232,-1.287738,52.829374,-1.332134,2024-01-15 18:45:00+00:00,2024-01-15 22:30:00+00:00,UNKNOWN_1,UNKNOWN_2,188.42667842144587,East Midlands,North East,Castle Donington,Thornaby
614,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,SE7 7SH,53.295391,-1.066283,51.492798,0.024162,2024-01-12 03:30:00+00:00,2024-01-12 13:17:00+00:00,MEDIUM,OKAY,213.72036296592614,London,East Midlands,"Greenwich, unparished area",
